Update,Episode,Step,dy,dx,vy,thrust,pitch,reward
0,0,393,3.36,3.44,-0.00,0.09,-0.33,-0.011
0,0,394,3.36,3.44,-0.00,0.47,-0.78,-0.011
0,0,395,3.36,3.44,-0.00,0.12,-0.03,-0.011
0,0,396,3.36,3.44,-0.00,0.23,-0.39,-0.011
0,0,397,3.36,3.44,-0.00,0.40,-0.34,-0.011
0,0,398,3.36,3.44,-0.00,0.36,-0.54,-0.011
0,0,399,3.36,3.44,-0.00,0.09,-0.67,-0.011
0,0,400,3.36,3.44,-0.00,0.45,-0.63,-0.011
0,0,401,3.36,3.44,-0.00,0.32,-0.55,-0.011
0,0,402,3.36,3.44,-0.00,0.09,0.04,-0.011
0,0,403,3.36,3.44,-0.00,0.33,-0.20,-0.011
0,0,404,3.36,3.44,-0.00,0.18,-0.73,-0.011
0,0,405,3.36,3.44,-0.00,0.14,-0.41,-0.011
0,0,406,3.36,3.44,-0.00,0.33,-0.58,-0.011
0,0,407,3.36,3.44,-0.00,0.16,-0.71,-0.011
0,0,408,3.36,3.44,-0.00,0.22,-0.43,-0.011
0,0,409,3.36,3.44,-0.00,0.36,0.14,-0.011
0,0,410,3.36,3.44,-0.00,0.30,-0.34,-0.011
0,0,411,3.36,3.44,-0.00,0.18,-0.55,-0.011
0,0,412,3.36,3.44,-0.00,0.32,-0.46,-0.011
0,0,413,3.36,3.44,-0.00,0.48,-0.05,-0.011
0,0,414,3.36,3.44,-0.00,0.36,-0.38,-0.011
0,0,415,3.36,3.44,-0.00,0.27,-0.21,-0.011
0,0,416,3.36,3.44,-0.00,0.38,-0.80,-0.011
0,0,417,3.35,3.44,-0.00,0.33,-0.44,-0.011
0,0,418,3.35,3.44,-0.00,0.66,-0.38,-0.011
0,0,419,3.35,3.44,-0.00,0.10,0.04,-0.011
0,0,420,3.36,3.44,-0.00,0.45,-0.23,-0.011
0,0,421,3.36,3.44,-0.00,0.18,0.27,-0.011
0,0,422,3.36,3.44,-0.00,0.24,-0.37,-0.011
0,0,423,3.36,3.44,-0.00,0.50,-0.84,-0.011
0,0,424,3.36,3.44,-0.00,0.18,-0.58,-0.011
0,0,425,3.36,3.44,-0.00,0.40,-0.30,-0.011
0,0,426,3.36,3.44,-0.00,0.35,-0.70,-0.011
0,0,427,3.36,3.44,-0.00,0.42,-0.81,-0.011
0,0,428,3.36,3.44,-0.00,0.23,0.13,-0.011
0,0,429,3.36,3.44,-0.00,0.27,-0.80,-0.011
0,0,430,3.36,3.44,-0.00,0.13,0.14,-0.011
0,0,431,3.36,3.44,-0.00,0.44,-0.40,-0.011
0,0,432,3.36,3.44,-0.00,0.40,-0.49,-0.011
0,0,433,3.36,3.44,-0.00,0.57,-0.43,-0.011
0,0,434,3.36,3.44,-0.00,0.16,-0.75,-0.011
0,0,435,3.36,3.44,-0.00,0.14,-0.72,-0.011
0,0,436,3.36,3.44,-0.00,0.11,-0.57,-0.011
0,0,437,3.36,3.44,-0.00,0.17,-0.49,-0.011
0,0,438,3.36,3.44,-0.00,0.18,-0.62,-0.011
0,0,439,3.36,3.44,-0.00,0.49,-0.24,-0.011
0,0,440,3.36,3.44,-0.00,0.20,-0.27,-0.011
0,0,441,3.36,3.44,-0.00,0.28,-0.58,-0.011
0,0,442,3.36,3.44,-0.00,0.08,-0.30,-0.011
0,0,443,3.36,3.44,-0.00,0.55,0.05,-0.011
0,0,444,3.36,3.44,-0.00,0.17,-0.13,-0.011
0,0,445,3.36,3.44,-0.00,0.24,-0.62,-0.011
0,0,446,3.36,3.44,-0.00,0.23,-0.53,-0.011
0,0,447,3.36,3.44,-0.00,0.16,-0.57,-0.011
0,0,448,3.36,3.44,-0.00,0.30,-0.19,-0.011
0,0,449,3.36,3.44,-0.00,0.25,-0.38,-0.011
0,0,450,3.36,3.44,-0.00,0.25,-0.11,-0.011
0,0,451,3.36,3.44,-0.00,0.08,-0.74,-0.011
0,0,452,3.36,3.44,-0.00,0.27,0.25,-0.011
0,0,453,3.36,3.44,-0.00,0.24,-0.53,-0.011
0,0,454,3.36,3.44,-0.00,0.65,-0.14,-0.011
0,0,455,3.36,3.44,-0.00,0.34,0.10,-0.011
0,0,456,3.35,3.44,-0.00,0.19,-0.32,-0.011
0,0,457,3.35,3.44,-0.00,0.55,-0.82,-0.011
0,0,458,3.35,3.44,-0.00,0.11,0.14,-0.011
0,0,459,3.36,3.44,-0.00,0.16,-0.77,-0.011
0,0,460,3.36,3.44,-0.00,0.10,-0.27,-0.011
0,0,461,3.36,3.44,-0.00,0.29,-0.65,-0.011
0,0,462,3.36,3.44,-0.00,0.22,-0.38,-0.011
0,0,463,3.36,3.44,-0.00,0.27,-0.09,-0.011
0,0,464,3.36,3.44,-0.00,0.22,-0.39,-0.011
0,0,465,3.36,3.44,-0.00,0.08,0.13,-0.011
0,0,466,3.36,3.44,-0.00,0.40,-0.09,-0.011
0,0,467,3.36,3.44,-0.00,0.27,-0.78,-0.011
0,0,468,3.36,3.44,-0.00,0.73,-0.05,-0.011
0,0,469,3.36,3.44,-0.00,0.08,-0.46,-0.011
0,0,470,3.36,3.44,-0.00,0.50,-0.26,-0.011
0,0,471,3.36,3.44,-0.00,0.33,-0.69,-0.011
0,0,472,3.36,3.44,-0.00,0.32,0.00,-0.011
0,0,473,3.36,3.44,-0.00,0.13,-0.68,-0.011
0,0,474,3.36,3.44,-0.00,0.12,-0.15,-0.011
0,0,475,3.36,3.44,-0.00,0.51,-0.08,-0.011
0,0,476,3.36,3.44,-0.00,0.25,-0.15,-0.011
0,0,477,3.36,3.44,-0.00,0.59,-0.57,-0.011
0,0,478,3.36,3.44,-0.00,0.11,-0.16,-0.011
0,0,479,3.36,3.44,-0.00,0.32,-0.57,-0.011
0,0,480,3.36,3.44,-0.00,0.57,0.30,-0.011
0,0,481,3.36,3.44,-0.00,0.33,-0.28,-0.011
0,0,482,3.36,3.44,-0.00,0.25,-0.82,-0.011
0,0,483,3.36,3.44,-0.00,0.40,-0.60,-0.011
0,0,484,3.36,3.44,-0.00,0.14,-0.46,-0.011
0,0,485,3.36,3.44,-0.00,0.24,-0.44,-0.011
0,0,486,3.36,3.44,-0.00,0.15,-0.68,-0.011
0,0,487,3.36,3.44,-0.00,0.22,-0.71,-0.011
0,0,488,3.36,3.44,-0.00,0.14,-0.06,-0.011
0,0,489,3.36,3.44,-0.00,0.36,-0.56,-0.011
0,0,490,3.36,3.44,-0.00,0.33,-0.61,-0.011
0,0,491,3.36,3.44,-0.00,0.33,-0.19,-0.011
0,0,492,3.36,3.44,-0.00,0.27,-0.52,-0.011
0,0,493,3.36,3.44,-0.00,0.28,-0.08,-0.011
0,0,494,3.36,3.44,-0.00,0.26,-0.54,-0.011
0,0,495,3.36,3.44,-0.00,0.20,-0.22,-0.011
0,0,496,3.36,3.44,-0.00,0.28,-0.50,-0.011
0,0,497,3.36,3.44,-0.00,0.42,-0.11,-0.011
0,0,498,3.36,3.44,-0.00,0.18,-0.67,-0.011
0,0,499,3.36,3.44,-0.00,0.61,0.30,-0.011
0,0,500,3.36,3.44,-0.00,0.21,-0.38,-0.011
0,0,501,3.36,3.44,-0.00,0.18,-0.36,-0.011
0,0,502,3.36,3.44,-0.00,0.16,-0.61,-0.011
0,0,503,3.36,3.44,-0.00,0.37,-0.33,-0.011
0,0,504,3.36,3.44,-0.00,0.28,-0.24,-0.011
0,0,505,3.36,3.44,-0.00,0.33,-0.83,-0.011
0,0,506,3.36,3.44,-0.00,0.50,-0.38,-0.011
0,0,507,3.36,3.44,-0.00,0.29,-0.45,-0.011
0,0,508,3.36,3.44,-0.00,0.26,-0.58,-0.011
0,0,509,3.36,3.44,-0.00,0.31,-0.51,-0.011
0,0,510,3.36,3.44,-0.00,0.10,0.09,-0.011
0,0,511,3.36,3.44,-0.00,0.11,0.00,-0.011
0,0,512,3.36,3.44,-0.00,0.21,-0.43,-0.011
0,0,513,3.36,3.44,-0.00,0.37,-0.61,-0.011
0,0,514,3.36,3.44,-0.00,0.14,-0.06,-0.011
0,0,515,3.36,3.44,-0.00,0.22,-0.60,-0.011
0,0,516,3.36,3.44,-0.00,0.47,0.42,-0.011
0,0,517,3.36,3.44,-0.00,0.25,-0.04,-0.011
0,0,518,3.36,3.44,-0.00,0.09,-0.42,-0.011
0,0,519,3.36,3.44,-0.00,0.41,-0.01,-0.011
0,0,520,3.36,3.44,-0.00,0.28,-0.49,-0.011
0,0,521,3.36,3.44,-0.00,0.39,-0.70,-0.011
0,0,522,3.36,3.44,-0.00,0.40,-0.30,-0.011
0,0,523,3.36,3.44,-0.00,0.10,-0.77,-0.011
0,0,524,3.36,3.44,-0.00,0.47,-0.22,-0.011
0,0,525,3.36,3.44,-0.00,0.30,-0.67,-0.011
0,0,526,3.36,3.44,-0.00,0.40,-0.75,-0.011
0,0,527,3.35,3.44,-0.00,0.22,-0.59,-0.011
0,0,528,3.35,3.44,-0.00,0.33,-0.69,-0.011
0,0,529,3.36,3.44,-0.00,0.41,-0.29,-0.011
0,0,530,3.36,3.44,-0.00,0.40,-0.22,-0.011
0,0,531,3.36,3.44,-0.00,0.46,-0.86,-0.011
0,0,532,3.36,3.44,-0.00,0.35,-0.86,-0.011
0,0,533,3.36,3.44,-0.00,0.09,-0.26,-0.011
0,0,534,3.36,3.44,-0.00,0.44,-0.26,-0.011
0,0,535,3.36,3.44,-0.00,0.19,-0.37,-0.011
0,0,536,3.36,3.44,-0.00,0.21,-0.10,-0.011
0,0,537,3.36,3.44,-0.00,0.43,-0.59,-0.011
0,0,538,3.36,3.44,-0.00,0.39,-0.68,-0.011
0,0,539,3.36,3.44,-0.00,0.52,-0.59,-0.011
0,0,540,3.36,3.44,-0.00,0.35,-0.09,-0.011
0,0,541,3.36,3.44,-0.00,0.22,-0.60,-0.011
0,0,542,3.36,3.44,-0.00,0.30,0.24,-0.011
0,0,543,3.36,3.44,-0.00,0.33,-0.82,-0.011
0,0,544,3.36,3.44,-0.00,0.34,-0.15,-0.011
0,0,545,3.36,3.44,-0.00,0.24,-0.15,-0.011
0,0,546,3.36,3.44,-0.00,0.40,-0.34,-0.011
0,0,547,3.36,3.44,-0.00,0.23,-0.20,-0.011
0,0,548,3.36,3.44,-0.00,0.15,-0.48,-0.011
0,0,549,3.36,3.44,-0.00,0.49,-0.37,-0.011
0,0,550,3.35,3.44,-0.00,0.19,-0.30,-0.011
0,0,551,3.35,3.44,-0.00,0.33,-0.70,-0.011
0,0,552,3.36,3.44,-0.00,0.25,-0.26,-0.011
0,0,553,3.36,3.44,-0.00,0.25,-0.61,-0.011
0,0,554,3.36,3.44,-0.00,0.52,-0.42,-0.011
0,0,555,3.36,3.44,-0.00,0.46,-0.25,-0.011
0,0,556,3.36,3.44,-0.00,0.15,-0.05,-0.011
0,0,557,3.36,3.44,-0.00,0.23,-0.52,-0.011
0,0,558,3.36,3.44,-0.00,0.10,-0.58,-0.011
0,0,559,3.36,3.44,-0.00,0.22,-0.56,-0.011
0,0,560,3.36,3.44,-0.00,0.31,0.02,-0.011
0,0,561,3.35,3.44,-0.00,0.14,-0.48,-0.011
0,0,562,3.35,3.44,-0.00,0.24,-0.40,-0.011
0,0,563,3.36,3.44,-0.00,0.16,-0.14,-0.011
0,0,564,3.36,3.44,-0.00,0.29,-0.70,-0.011
0,0,565,3.36,3.44,-0.00,0.10,0.31,-0.011
0,0,566,3.36,3.44,-0.00,0.43,-0.32,-0.011
0,0,567,3.36,3.44,-0.00,0.11,-0.19,-0.011
0,0,568,3.36,3.44,-0.00,0.49,-0.41,-0.011
0,0,569,3.36,3.44,-0.00,0.59,-0.63,-0.011
0,0,570,3.36,3.44,-0.00,0.16,-0.78,-0.011
0,0,571,3.36,3.44,-0.00,0.41,-0.41,-0.011
0,0,572,3.36,3.44,-0.00,0.08,-0.36,-0.011
0,0,573,3.36,3.44,-0.00,0.23,-0.49,-0.011
0,0,574,3.36,3.44,-0.00,0.15,-0.10,-0.011
0,0,575,3.35,3.44,-0.00,0.33,-0.83,-0.011
0,0,576,3.36,3.44,-0.00,0.20,-0.77,-0.011
0,0,577,3.36,3.44,-0.00,0.20,-0.58,-0.011
0,0,578,3.35,3.44,-0.00,0.31,-0.53,-0.011
0,0,579,3.35,3.44,-0.00,0.48,-0.76,-0.011
0,0,580,3.35,3.44,-0.00,0.18,-0.08,-0.011
0,0,581,3.35,3.44,-0.00,0.13,0.30,-0.011
0,0,582,3.35,3.44,-0.00,0.50,-0.32,-0.011
0,0,583,3.35,3.44,-0.00,0.36,-0.46,-0.011
0,0,584,3.35,3.44,-0.00,0.29,-0.10,-0.011
0,0,585,3.35,3.44,-0.00,0.49,-0.44,-0.011
0,0,586,3.36,3.44,-0.00,0.10,-0.62,-0.011
0,0,587,3.36,3.44,-0.00,0.69,-0.78,-0.011
0,0,588,3.36,3.44,-0.00,0.20,-0.59,-0.011
0,0,589,3.36,3.44,-0.00,0.20,-0.32,-0.011
0,0,590,3.35,3.44,-0.00,0.43,-0.70,-0.011
0,0,591,3.35,3.44,-0.00,0.20,-0.59,-0.011
0,0,592,3.35,3.44,-0.00,0.28,-0.41,-0.011
0,0,593,3.35,3.44,-0.00,0.32,-0.39,-0.011
0,0,594,3.36,3.44,-0.00,0.35,-0.69,-0.011
0,0,595,3.36,3.44,-0.00,0.28,-0.64,-0.011
0,0,596,3.35,3.44,-0.00,0.12,-0.74,-0.011
0,0,597,3.36,3.44,-0.00,0.55,-0.49,-0.011
0,0,598,3.36,3.44,-0.00,0.46,-0.51,-0.011
0,0,599,3.35,3.44,-0.00,0.10,-0.24,-0.011
0,0,600,3.35,3.44,-0.00,0.30,-0.67,-0.011
0,0,601,3.36,3.44,-0.00,0.17,-0.33,-0.011
0,0,602,3.36,3.44,-0.00,0.09,-0.71,-0.011
0,0,603,3.35,3.44,-0.00,0.35,-0.57,-0.011
0,0,604,3.36,3.44,-0.00,0.38,-0.62,-0.011
0,0,605,3.35,3.44,-0.00,0.27,-0.61,-0.011
0,0,606,3.35,3.44,-0.00,0.25,-0.11,-0.011
0,0,607,3.35,3.44,-0.00,0.48,-0.51,-0.011
0,0,608,3.35,3.44,-0.00,0.19,-0.31,-0.011
0,0,609,3.35,3.44,-0.00,0.33,-0.69,-0.011
0,0,610,3.36,3.44,-0.00,0.17,-0.76,-0.011
0,0,611,3.36,3.44,-0.00,0.26,-0.43,-0.011
0,0,612,3.36,3.44,-0.00,0.11,-0.08,-0.011
0,0,613,3.36,3.44,-0.00,0.24,-0.39,-0.011
0,0,614,3.35,3.44,-0.00,0.51,-0.62,-0.011
0,0,615,3.35,3.44,-0.00,0.19,-0.11,-0.011
0,0,616,3.35,3.44,-0.00,0.14,-0.80,-0.011
0,0,617,3.35,3.44,-0.00,0.29,-0.62,-0.011
0,0,618,3.36,3.44,-0.00,0.22,-0.69,-0.011
0,0,619,3.35,3.44,-0.00,0.31,-0.05,-0.011
0,0,620,3.35,3.44,-0.00,0.31,-0.57,-0.011
0,0,621,3.35,3.44,-0.00,0.12,-0.92,-0.011
0,0,622,3.36,3.44,-0.00,0.51,-0.48,-0.011
0,0,623,3.36,3.44,-0.00,0.34,-0.31,-0.011
0,0,624,3.35,3.44,-0.00,0.03,-0.47,-0.011
0,0,625,3.35,3.44,-0.00,0.50,-0.65,-0.011
0,0,626,3.35,3.44,-0.00,0.25,-0.47,-0.011
0,0,627,3.35,3.44,-0.00,0.21,-0.27,-0.011
0,0,628,3.35,3.44,-0.00,0.60,-0.61,-0.011
0,0,629,3.35,3.44,-0.00,0.20,-0.29,-0.011
0,0,630,3.35,3.44,-0.00,0.31,-0.42,-0.011
0,0,631,3.35,3.44,-0.00,0.06,-0.07,-0.011
0,0,632,3.35,3.44,-0.00,0.62,-0.43,-0.011
0,0,633,3.35,3.44,-0.00,0.34,-0.41,-0.011
0,0,634,3.36,3.44,-0.00,0.28,-0.19,-0.011
0,0,635,3.36,3.44,-0.00,0.17,-0.02,-0.011
0,0,636,3.36,3.44,-0.00,0.30,-0.43,-0.011
0,0,637,3.35,3.44,-0.00,0.16,-0.31,-0.011
0,0,638,3.36,3.44,-0.00,0.43,-0.39,-0.011
0,0,639,3.36,3.44,-0.00,0.15,-0.19,-0.011
0,0,640,3.36,3.44,-0.00,0.09,-0.37,-0.011
0,0,641,3.36,3.44,-0.00,0.12,-0.74,-0.011
0,0,642,3.35,3.44,-0.00,0.09,-0.56,-0.011
0,0,643,3.35,3.44,-0.00,0.21,-0.77,-0.011
0,0,644,3.35,3.44,-0.00,0.34,-0.63,-0.011
0,0,645,3.36,3.44,-0.00,0.27,-0.50,-0.011
0,0,646,3.36,3.44,-0.00,0.22,-0.79,-0.011
0,0,647,3.35,3.44,-0.00,0.16,-0.27,-0.011
0,0,648,3.35,3.44,-0.00,0.25,-0.42,-0.011
0,0,649,3.35,3.44,-0.00,0.42,-0.55,-0.011
0,0,650,3.35,3.44,-0.00,0.48,-0.22,-0.011
0,0,651,3.35,3.44,-0.00,0.16,-0.78,-0.011
0,0,652,3.36,3.44,-0.00,0.17,0.28,-0.011
0,0,653,3.36,3.44,-0.00,0.49,-0.62,-0.011
0,0,654,3.35,3.44,-0.00,0.15,-0.26,-0.011
0,0,655,3.35,3.44,-0.00,0.07,-0.54,-0.011
0,0,656,3.35,3.44,-0.00,0.61,-0.12,-0.011
0,0,657,3.35,3.44,-0.00,0.26,-0.22,-0.011
0,0,658,3.35,3.44,-0.00,0.27,-0.13,-0.011
0,0,659,3.36,3.44,-0.00,0.18,-0.45,-0.011
0,0,660,3.36,3.44,-0.00,0.31,0.56,-0.011
0,0,661,3.36,3.44,-0.00,0.37,-0.76,-0.011
0,0,662,3.36,3.44,-0.00,0.17,-0.56,-0.011
0,0,663,3.35,3.44,-0.00,0.32,-0.65,-0.011
0,0,664,3.35,3.44,-0.00,0.09,-0.61,-0.011
0,0,665,3.36,3.44,-0.00,0.25,-0.50,-0.011
0,0,666,3.35,3.44,-0.00,0.38,-0.63,-0.011
0,0,667,3.35,3.44,-0.00,0.15,-0.58,-0.011
0,0,668,3.35,3.44,-0.00,0.11,-0.19,-0.011
0,0,669,3.35,3.44,-0.00,0.21,0.50,-0.011
0,0,670,3.35,3.44,-0.00,0.42,-0.29,-0.011
0,0,671,3.35,3.44,-0.00,0.12,-0.23,-0.011
0,0,672,3.36,3.44,-0.00,0.16,-0.68,-0.011
0,0,673,3.36,3.44,-0.00,0.13,-0.60,-0.011
0,0,674,3.36,3.44,-0.00,0.43,-0.55,-0.011
0,0,675,3.35,3.44,-0.00,0.49,0.05,-0.011
0,0,676,3.35,3.44,-0.00,0.40,-0.53,-0.011
0,0,677,3.36,3.44,-0.00,0.29,-0.21,-0.011
0,0,678,3.36,3.44,-0.00,0.24,-0.31,-0.011
0,0,679,3.35,3.44,-0.00,0.14,-0.58,-0.011
0,0,680,3.35,3.44,-0.00,0.36,-0.42,-0.011
0,0,681,3.35,3.44,-0.00,0.13,0.12,-0.011
0,0,682,3.36,3.44,-0.00,0.18,-0.47,-0.011
0,0,683,3.36,3.44,-0.00,0.19,-0.25,-0.011
0,0,684,3.36,3.44,-0.00,0.38,-0.33,-0.011
0,0,685,3.36,3.44,-0.00,0.55,-0.18,-0.011
0,0,686,3.35,3.44,-0.00,0.21,0.21,-0.011
0,0,687,3.35,3.44,-0.00,0.10,0.06,-0.011
0,0,688,3.35,3.44,-0.00,0.10,-0.64,-0.011
0,0,689,3.35,3.44,-0.00,0.22,0.06,-0.011
0,0,690,3.36,3.44,-0.00,0.25,-0.59,-0.011
0,0,691,3.36,3.44,-0.00,0.20,-0.58,-0.011
0,0,692,3.36,3.44,-0.00,0.31,0.19,-0.011
0,0,693,3.36,3.44,-0.00,0.26,-0.78,-0.011
0,0,694,3.35,3.44,-0.00,0.42,-0.62,-0.011
0,0,695,3.35,3.44,-0.00,0.30,-0.65,-0.011
0,0,696,3.35,3.44,-0.00,0.10,0.23,-0.011
0,0,697,3.35,3.44,-0.00,0.23,-0.19,-0.011
0,0,698,3.35,3.44,-0.00,0.43,-0.33,-0.011
0,0,699,3.35,3.44,-0.00,0.27,-0.63,-0.011
0,0,700,3.36,3.44,-0.00,0.04,-0.62,-0.011
0,0,701,3.36,3.44,-0.00,0.58,-0.16,-0.011
0,0,702,3.36,3.44,-0.00,0.39,-0.46,-0.011
0,0,703,3.36,3.44,-0.00,0.40,-0.61,-0.011
0,0,704,3.36,3.44,-0.00,0.19,-0.69,-0.011
0,0,705,3.36,3.44,-0.00,0.20,0.20,-0.011
0,0,706,3.36,3.44,-0.00,0.66,-0.28,-0.011
0,0,707,3.36,3.44,-0.00,0.33,-0.47,-0.011
0,0,708,3.35,3.44,-0.00,0.18,-0.67,-0.011
0,0,709,3.35,3.44,-0.00,0.19,-0.65,-0.011
0,0,710,3.35,3.44,-0.00,0.50,0.17,-0.011
0,0,711,3.35,3.44,-0.00,0.59,-0.10,-0.011
0,0,712,3.35,3.44,-0.00,0.29,0.12,-0.011
0,0,713,3.35,3.44,-0.00,0.25,-0.48,-0.011
0,0,714,3.36,3.44,-0.00,0.22,-0.04,-0.011
0,0,715,3.36,3.44,-0.00,0.19,-0.06,-0.011
0,0,716,3.36,3.44,-0.00,0.26,-0.70,-0.011
0,0,717,3.36,3.44,-0.00,0.58,-0.54,-0.011
0,0,718,3.36,3.44,-0.00,0.38,-0.56,-0.011
0,0,719,3.36,3.44,-0.00,0.49,-0.34,-0.011
0,0,720,3.36,3.44,-0.00,0.20,0.06,-0.011
0,0,721,3.36,3.44,-0.00,0.12,-0.76,-0.011
0,0,722,3.36,3.44,-0.00,0.13,-0.70,-0.011
0,0,723,3.35,3.44,-0.00,0.22,-0.28,-0.011
0,0,724,3.36,3.44,-0.00,0.61,-0.21,-0.011
0,0,725,3.35,3.44,-0.00,0.19,-0.78,-0.011
0,0,726,3.36,3.44,-0.00,0.08,0.40,-0.011
0,0,727,3.36,3.44,-0.00,0.17,-0.19,-0.011
0,0,728,3.36,3.44,-0.00,0.17,-0.92,-0.011
0,0,729,3.35,3.44,-0.00,0.15,-0.31,-0.011
0,0,730,3.35,3.44,-0.00,0.30,-0.85,-0.011
0,0,731,3.35,3.44,-0.00,0.08,-0.72,-0.011
0,0,732,3.35,3.44,-0.00,0.28,-0.59,-0.011
0,0,733,3.35,3.44,-0.00,0.56,0.18,-0.011
0,0,734,3.36,3.44,-0.00,0.31,-0.72,-0.011
0,0,735,3.36,3.44,-0.00,0.15,-0.80,-0.011
0,0,736,3.36,3.44,-0.00,0.18,-0.16,-0.011
0,0,737,3.36,3.44,-0.00,0.35,-0.60,-0.011
0,0,738,3.36,3.44,-0.00,0.42,-0.24,-0.011
0,0,739,3.36,3.44,-0.00,0.35,-0.66,-0.011
0,0,740,3.36,3.44,-0.00,0.38,0.00,-0.011
0,0,741,3.35,3.44,-0.00,0.36,-0.09,-0.011
0,0,742,3.35,3.44,-0.00,0.19,-0.10,-0.011
0,0,743,3.35,3.44,-0.00,0.45,-0.23,-0.011
0,0,744,3.36,3.44,-0.00,0.31,-0.55,-0.011
0,0,745,3.36,3.44,-0.00,0.26,-0.64,-0.011
0,0,746,3.36,3.44,-0.00,0.32,-0.71,-0.011
0,0,747,3.35,3.44,-0.00,0.10,-0.32,-0.011
0,0,748,3.35,3.44,-0.00,0.13,-0.41,-0.011
0,0,749,3.35,3.44,-0.00,0.10,-0.17,-0.011
0,0,750,3.35,3.44,-0.00,0.18,-0.71,-0.011
0,0,751,3.36,3.44,-0.00,0.11,-0.69,-0.011
0,0,752,3.36,3.44,-0.00,0.16,-0.77,-0.011
0,0,753,3.36,3.44,-0.00,0.20,0.00,-0.011
0,0,754,3.36,3.44,-0.00,0.08,-0.79,-0.011
0,0,755,3.36,3.44,-0.00,0.40,-0.64,-0.011
0,0,756,3.36,3.44,-0.00,0.39,-0.70,-0.011
0,0,757,3.35,3.44,-0.00,0.18,-0.09,-0.011
0,0,758,3.35,3.44,-0.00,0.25,-0.17,-0.011
0,0,759,3.35,3.44,-0.00,0.16,-0.29,-0.011
0,0,760,3.36,3.44,-0.00,0.46,-0.87,-0.011
0,0,761,3.36,3.44,-0.00,0.34,0.22,-0.011
0,0,762,3.35,3.44,-0.00,0.40,-0.16,-0.011
0,0,763,3.36,3.44,-0.00,0.12,0.06,-0.011
0,0,764,3.35,3.44,-0.00,0.39,-0.35,-0.011
0,0,765,3.35,3.44,-0.00,0.43,-0.53,-0.011
0,0,766,3.35,3.44,-0.00,0.59,-0.43,-0.011
0,0,767,3.35,3.44,-0.00,0.27,0.04,-0.011
0,0,768,3.35,3.44,-0.00,0.41,-0.21,-0.011
0,0,769,3.35,3.44,-0.00,0.37,-0.75,-0.011
0,0,770,3.35,3.44,-0.00,0.44,-0.35,-0.011
0,0,771,3.35,3.44,-0.00,0.25,-0.65,-0.011
0,0,772,3.36,3.44,-0.00,0.20,-0.37,-0.011
0,0,773,3.35,3.44,-0.00,0.54,0.04,-0.011
0,0,774,3.35,3.44,-0.00,0.23,-0.63,-0.011
0,0,775,3.35,3.44,-0.00,0.24,-0.47,-0.011
0,0,776,3.35,3.44,-0.00,0.32,-0.49,-0.011
0,0,777,3.35,3.44,-0.00,0.13,0.08,-0.011
0,0,778,3.35,3.44,-0.00,0.12,-0.68,-0.011
0,0,779,3.35,3.44,-0.00,0.20,-0.42,-0.011
0,0,780,3.35,3.44,-0.00,0.12,-0.22,-0.011
0,0,781,3.35,3.44,-0.00,0.10,-0.49,-0.011
0,0,782,3.36,3.44,-0.00,0.14,-0.03,-0.011
