Update,Episode,Step,dy,dx,vy,thrust,pitch,reward
0,0,783,3.36,3.44,-0.00,0.14,-0.40,-0.011
0,0,784,3.36,3.44,-0.00,0.14,-0.48,-0.011
0,0,785,3.35,3.44,-0.00,0.35,-0.55,-0.011
0,0,786,3.35,3.44,-0.00,0.61,-0.25,-0.011
0,0,787,3.35,3.44,-0.00,0.25,-0.21,-0.011
0,0,788,3.36,3.44,-0.00,0.12,-0.56,-0.011
0,0,789,3.36,3.44,-0.00,0.38,-0.57,-0.011
0,0,790,3.36,3.44,-0.00,0.46,-0.55,-0.011
0,0,791,3.36,3.44,-0.00,0.13,-0.05,-0.011
0,0,792,3.35,3.44,-0.00,0.21,-0.76,-0.011
0,0,793,3.35,3.44,-0.00,0.32,-0.17,-0.011
0,0,794,3.35,3.44,-0.00,0.51,0.36,-0.011
0,0,795,3.35,3.44,-0.00,0.35,-0.07,-0.011
0,0,796,3.35,3.44,-0.00,0.19,0.03,-0.011
0,0,797,3.35,3.44,-0.00,0.24,-0.76,-0.011
0,0,798,3.36,3.44,-0.00,0.10,-0.80,-0.011
0,0,799,3.36,3.44,-0.00,0.38,0.02,-6.011
0,1,800,9.54,-4.70,-0.20,0.09,-0.37,-0.017
0,1,801,9.53,-4.70,-0.39,0.20,0.27,-0.017
0,1,802,9.52,-4.70,-0.57,0.24,-0.22,-0.017
0,1,803,9.50,-4.70,-0.76,0.05,0.42,-0.017
0,1,804,9.49,-4.70,-0.95,0.06,0.35,-0.017
0,1,805,9.46,-4.70,-1.15,0.06,-0.26,-0.017
0,1,806,9.44,-4.70,-1.34,0.20,0.50,-0.017
0,1,807,9.41,-4.70,-1.52,0.07,0.71,-0.017
0,1,808,9.37,-4.70,-1.72,0.08,-0.02,-0.017
0,1,809,9.33,-4.70,-1.91,0.36,0.32,-0.017
0,1,810,9.29,-4.70,-2.09,0.08,-0.63,-0.018
0,1,811,9.25,-4.70,-2.28,0.14,0.21,-0.018
0,1,812,9.20,-4.70,-2.47,0.30,-0.08,-0.018
0,1,813,9.14,-4.70,-2.65,0.28,-0.45,-0.018
0,1,814,9.09,-4.70,-2.83,0.32,-0.31,-0.018
0,1,815,9.03,-4.70,-3.01,0.14,0.15,-0.018
0,1,816,8.96,-4.70,-3.20,0.25,0.44,-0.018
0,1,817,8.89,-4.70,-3.39,0.07,-0.13,-0.018
0,1,818,8.82,-4.70,-3.58,0.16,0.00,-0.018
0,1,819,8.75,-4.70,-3.77,0.20,0.25,-0.018
0,1,820,8.67,-4.70,-3.95,0.31,0.50,-0.019
0,1,821,8.59,-4.70,-4.13,0.16,0.16,-0.019
0,1,822,8.50,-4.71,-4.32,0.08,-0.05,-0.019
0,1,823,8.41,-4.71,-4.51,0.15,0.44,-0.019
0,1,824,8.31,-4.71,-4.70,0.04,-0.20,-0.019
0,1,825,8.22,-4.71,-4.90,0.11,0.07,-0.019
0,1,826,8.12,-4.71,-5.09,0.11,0.69,-0.019
0,1,827,8.01,-4.71,-5.28,0.19,0.66,-0.019
0,1,828,7.90,-4.71,-5.46,0.04,0.09,-0.020
0,1,829,7.79,-4.71,-5.66,0.08,0.41,-0.020
0,1,830,7.67,-4.71,-5.85,0.30,-0.00,-0.020
0,1,831,7.55,-4.71,-6.03,0.11,-0.43,-0.020
0,1,832,7.42,-4.71,-6.22,0.22,0.10,-0.020
0,1,833,7.30,-4.71,-6.41,0.49,0.42,-0.020
0,1,834,7.16,-4.71,-6.58,0.25,0.40,-0.020
0,1,835,7.03,-4.71,-6.76,0.12,0.36,-0.021
0,1,836,6.89,-4.71,-6.95,0.12,0.84,-0.021
0,1,837,6.75,-4.71,-7.14,0.07,0.37,-0.021
0,1,838,6.60,-4.71,-7.34,0.07,0.62,-0.021
0,1,839,6.45,-4.71,-7.53,0.37,0.32,-0.021
0,1,840,6.30,-4.72,-7.71,0.10,0.64,-0.022
0,1,841,6.14,-4.72,-7.90,0.15,0.28,-0.022
0,1,842,5.98,-4.72,-8.09,0.05,-0.21,-0.022
0,1,843,5.81,-4.72,-8.28,0.28,-0.16,-0.023
0,1,844,5.64,-4.72,-8.46,0.13,-0.34,-0.023
0,1,845,5.47,-4.72,-8.65,0.35,0.06,-0.023
0,1,846,5.29,-4.72,-8.83,0.22,0.33,-0.023
0,1,847,5.11,-4.72,-9.02,0.34,0.56,-0.024
0,1,848,4.93,-4.72,-9.20,0.46,0.15,-0.024
0,1,849,4.74,-4.72,-9.37,0.18,0.73,-0.025
0,1,850,4.55,-4.72,-9.56,0.28,0.50,-0.025
0,1,851,4.35,-4.72,-9.74,0.14,0.50,-0.026
0,1,852,4.15,-4.72,-9.93,0.24,0.34,-0.026
0,1,853,3.95,-4.73,-10.11,0.32,0.22,-0.027
0,1,854,3.75,-4.73,-10.29,0.40,0.23,-0.027
0,1,855,3.54,-4.73,-10.47,0.45,0.34,-0.016
0,1,856,3.48,-4.73,0.08,0.28,-0.35,-0.016
0,1,857,3.48,-4.73,-0.01,0.17,-0.07,-0.016
0,1,858,3.48,-4.73,-0.01,0.29,0.41,-0.016
0,1,859,3.48,-4.73,-0.02,0.25,0.42,-0.016
0,1,860,3.47,-4.73,-0.04,0.10,0.26,-0.016
0,1,861,3.47,-4.72,-0.05,0.28,0.28,-0.016
0,1,862,3.47,-4.72,-0.07,0.22,0.26,-0.017
0,1,863,3.47,-4.71,-0.09,0.24,0.46,-0.017
0,1,864,3.47,-4.71,-0.10,0.21,-0.13,-0.017
0,1,865,3.47,-4.70,-0.12,0.18,0.34,-0.017
0,1,866,3.46,-4.69,-0.14,0.37,0.50,-0.017
0,1,867,3.46,-4.68,-0.16,0.24,0.40,-0.017
0,1,868,3.46,-4.67,-0.18,0.44,-0.06,-0.017
0,1,869,3.45,-4.66,-0.19,0.09,-0.37,-0.017
0,1,870,3.45,-4.65,-0.22,0.14,0.13,-0.017
0,1,871,3.44,-4.64,-0.24,0.12,-0.15,-0.017
0,1,872,3.44,-4.62,-0.26,0.52,-0.03,-0.018
0,1,873,3.43,-4.61,-0.28,0.18,0.26,-0.018
0,1,874,3.43,-4.59,-0.31,0.20,-0.20,-0.018
0,1,875,3.42,-4.57,-0.34,0.27,0.45,-0.018
0,1,876,3.41,-4.56,-0.33,0.27,-0.56,-0.018
0,1,877,3.41,-4.54,-0.18,0.06,0.34,-0.017
0,1,878,3.41,-4.52,-0.16,0.13,0.34,-0.017
0,1,879,3.40,-4.50,-0.18,0.17,0.35,-0.018
0,1,880,3.40,-4.48,-0.21,0.10,-0.05,-0.018
0,1,881,3.39,-4.46,-0.24,0.06,-0.02,-0.018
0,1,882,3.39,-4.44,-0.27,0.15,0.61,-0.018
0,1,883,3.38,-4.42,-0.26,0.07,-0.44,-0.018
0,1,884,3.38,-4.40,-0.23,0.23,0.38,-0.017
0,1,885,3.37,-4.38,-0.19,0.24,0.77,-0.017
0,1,886,3.38,-4.37,0.11,0.18,-0.07,-0.017
0,1,887,3.38,-4.36,0.18,0.27,0.45,-0.016
0,1,888,3.38,-4.35,0.21,0.23,-0.20,-0.016
0,1,889,3.39,-4.34,0.20,0.38,-0.02,-0.016
0,1,890,3.39,-4.33,0.18,0.49,-0.00,-0.016
0,1,891,3.39,-4.32,0.15,0.39,0.34,-0.016
0,1,892,3.40,-4.32,0.13,0.37,0.47,-0.016
0,1,893,3.40,-4.31,0.10,0.58,0.32,-0.016
0,1,894,3.40,-4.31,0.07,0.20,0.06,-0.016
0,1,895,3.40,-4.31,0.09,0.16,0.66,-0.015
0,1,896,3.41,-4.30,0.17,0.23,0.55,-0.015
0,1,897,3.41,-4.30,0.17,0.53,0.16,-0.015
0,1,898,3.41,-4.30,0.15,0.17,0.55,-0.015
0,1,899,3.41,-4.30,0.12,0.24,0.79,-0.015
0,1,900,3.42,-4.30,0.10,0.13,0.19,-0.015
0,1,901,3.42,-4.30,0.07,0.27,-0.36,-0.014
0,1,902,3.42,-4.30,0.05,0.20,-0.50,-0.014
0,1,903,3.42,-4.30,0.03,0.23,0.32,-0.014
0,1,904,3.42,-4.30,0.01,0.33,0.11,-0.014
0,1,905,3.42,-4.30,-0.02,0.35,-0.09,-0.014
0,1,906,3.42,-4.30,-0.04,0.19,0.06,-0.015
0,1,907,3.42,-4.30,-0.06,0.32,-0.08,-0.015
0,1,908,3.42,-4.30,-0.08,0.35,0.69,-0.015
0,1,909,3.41,-4.30,-0.11,0.31,0.35,-0.015
0,1,910,3.41,-4.30,-0.13,0.28,-0.08,-0.015
0,1,911,3.41,-4.31,-0.16,0.26,0.70,-0.015
0,1,912,3.40,-4.31,-0.18,0.06,0.21,-0.016
0,1,913,3.40,-4.31,-0.19,0.21,-0.33,-0.016
0,1,914,3.40,-4.32,-0.15,0.26,0.48,-0.016
0,1,915,3.39,-4.32,-0.14,0.14,0.53,-0.016
0,1,916,3.39,-4.33,-0.16,0.37,-0.15,-0.016
0,1,917,3.39,-4.34,-0.19,0.30,-0.08,-0.016
0,1,918,3.38,-4.35,-0.22,0.25,0.41,-0.016
0,1,919,3.38,-4.36,-0.25,0.67,0.06,-0.017
0,1,920,3.37,-4.37,-0.27,0.22,-0.01,-0.017
0,1,921,3.37,-4.39,-0.30,0.24,-0.14,-0.017
0,1,922,3.36,-4.40,-0.32,0.37,0.68,-0.017
0,1,923,3.36,-4.41,0.17,0.55,-0.22,-0.017
0,1,924,3.36,-4.43,0.19,0.24,0.34,-0.016
0,1,925,3.37,-4.44,0.26,0.21,0.62,-0.016
0,1,926,3.37,-4.45,0.25,0.22,0.21,-0.016
0,1,927,3.38,-4.46,0.21,0.18,0.20,-0.016
0,1,928,3.38,-4.47,0.19,0.24,-0.07,-0.016
0,1,929,3.38,-4.48,0.16,0.21,-0.25,-0.016
0,1,930,3.39,-4.48,0.14,0.14,0.32,-0.016
0,1,931,3.39,-4.49,0.11,0.48,-0.08,-0.016
0,1,932,3.39,-4.49,0.09,0.32,0.21,-0.015
0,1,933,3.39,-4.50,0.08,0.32,-0.08,-0.015
0,1,934,3.39,-4.50,0.08,0.29,-0.05,-0.015
0,1,935,3.39,-4.50,0.07,0.60,-0.67,-0.015
0,1,936,3.39,-4.50,0.05,0.32,0.72,-0.015
0,1,937,3.40,-4.50,0.02,0.34,-0.25,-0.015
0,1,938,3.40,-4.51,0.00,0.21,-0.53,-0.015
0,1,939,3.40,-4.51,-0.01,0.10,-0.20,-0.015
0,1,940,3.40,-4.51,-0.02,0.16,-0.06,-0.015
0,1,941,3.39,-4.50,-0.03,0.25,0.25,-0.015
0,1,942,3.39,-4.50,-0.05,0.15,-0.10,-0.015
0,1,943,3.39,-4.50,-0.07,0.08,0.32,-0.015
0,1,944,3.39,-4.50,-0.08,0.42,-0.20,-0.016
0,1,945,3.39,-4.49,-0.10,0.24,0.53,-0.016
0,1,946,3.39,-4.48,-0.12,0.20,0.51,-0.016
0,1,947,3.38,-4.48,-0.13,0.13,-0.00,-0.016
0,1,948,3.38,-4.47,-0.15,0.15,0.29,-0.016
0,1,949,3.38,-4.46,-0.17,0.14,0.41,-0.016
0,1,950,3.37,-4.45,-0.19,0.11,-0.30,-0.016
0,1,951,3.37,-4.44,-0.21,0.47,-0.11,-0.016
0,1,952,3.36,-4.43,-0.23,0.53,0.37,-0.017
0,1,953,3.36,-4.42,-0.25,0.34,-0.00,-0.016
0,1,954,3.36,-4.41,-0.17,0.31,0.57,-0.016
0,1,955,3.36,-4.41,0.10,0.27,0.36,-0.016
0,1,956,3.36,-4.40,0.16,0.14,0.09,-0.015
0,1,957,3.36,-4.39,0.14,0.34,0.04,-0.015
0,1,958,3.37,-4.39,0.12,0.19,0.47,-0.015
0,1,959,3.37,-4.38,0.10,0.15,0.69,-0.015
0,1,960,3.37,-4.38,0.07,0.32,-0.08,-0.015
0,1,961,3.37,-4.38,0.06,0.17,0.59,-0.014
0,1,962,3.37,-4.38,0.04,0.40,0.48,-0.014
0,1,963,3.37,-4.37,0.02,0.44,-0.19,-0.014
0,1,964,3.37,-4.37,0.00,0.55,0.11,-0.014
0,1,965,3.37,-4.37,-0.01,0.12,0.03,-0.014
0,1,966,3.37,-4.38,-0.03,0.10,-0.54,-0.015
0,1,967,3.37,-4.38,-0.05,0.23,-0.17,-0.015
0,1,968,3.37,-4.38,-0.07,0.09,0.28,-0.015
0,1,969,3.37,-4.39,-0.09,0.21,0.27,-0.015
0,1,970,3.37,-4.39,-0.11,0.48,0.12,-0.015
0,1,971,3.36,-4.40,-0.13,0.15,0.19,-0.016
0,1,972,3.36,-4.40,-0.15,0.34,-0.19,-0.016
0,1,973,3.36,-4.41,-0.18,0.34,-0.14,-0.015
0,1,974,3.36,-4.42,0.02,0.30,-0.17,-0.015
0,1,975,3.36,-4.42,0.08,0.34,-0.11,-0.015
0,1,976,3.36,-4.42,0.08,0.26,0.39,-0.015
0,1,977,3.36,-4.43,0.06,0.31,0.56,-0.015
0,1,978,3.36,-4.43,0.04,0.21,0.65,-0.015
0,1,979,3.36,-4.43,0.02,0.26,0.76,-0.014
0,1,980,3.36,-4.43,0.01,0.05,-0.17,-0.015
0,1,981,3.36,-4.43,-0.02,0.26,0.45,-0.015
0,1,982,3.36,-4.43,-0.04,0.17,0.14,-0.015
0,1,983,3.36,-4.43,-0.05,0.40,0.03,-0.015
0,1,984,3.36,-4.42,-0.07,0.22,0.35,-0.015
0,1,985,3.36,-4.42,-0.09,0.16,0.73,-0.015
0,1,986,3.36,-4.41,-0.08,0.23,-0.02,-0.015
0,1,987,3.36,-4.41,0.01,0.04,0.18,-0.015
0,1,988,3.36,-4.41,0.04,0.40,0.09,-0.014
0,1,989,3.36,-4.41,0.02,0.35,0.67,-0.014
0,1,990,3.36,-4.41,-0.00,0.23,0.21,-0.014
0,1,991,3.36,-4.41,-0.02,0.65,0.26,-0.015
0,1,992,3.36,-4.41,-0.04,0.08,0.07,-0.015
0,1,993,3.36,-4.41,-0.01,0.17,0.50,-0.014
0,1,994,3.36,-4.41,0.00,0.32,0.16,-0.014
0,1,995,3.36,-4.41,0.00,0.18,-0.39,-0.014
0,1,996,3.36,-4.41,-0.01,0.41,-0.03,-0.014
0,1,997,3.36,-4.41,-0.01,0.06,-0.23,-0.014
0,1,998,3.36,-4.41,-0.00,0.26,-0.44,-0.014
0,1,999,3.35,-4.41,-0.00,0.38,-0.23,-0.014
0,1,1000,3.35,-4.41,-0.00,0.15,-0.31,-0.014
0,1,1001,3.35,-4.41,-0.00,0.19,-0.22,-0.014
0,1,1002,3.35,-4.41,-0.00,0.24,0.36,-0.014
0,1,1003,3.35,-4.41,-0.00,0.17,0.61,-0.014
0,1,1004,3.36,-4.41,0.00,0.23,0.56,-0.014
0,1,1005,3.36,-4.41,-0.00,0.12,0.65,-0.014
0,1,1006,3.36,-4.41,-0.00,0.15,0.43,-0.014
0,1,1007,3.36,-4.41,-0.00,0.47,0.31,-0.014
0,1,1008,3.36,-4.41,-0.00,0.29,-0.04,-0.014
0,1,1009,3.35,-4.41,-0.00,0.36,0.72,-0.014
0,1,1010,3.35,-4.41,-0.00,0.29,0.30,-0.014
0,1,1011,3.35,-4.41,-0.00,0.31,-0.03,-0.014
0,1,1012,3.35,-4.41,-0.00,0.20,0.37,-0.014
0,1,1013,3.35,-4.41,-0.00,0.33,-0.49,-0.014
0,1,1014,3.35,-4.41,-0.00,0.26,0.35,-0.014
0,1,1015,3.35,-4.41,-0.00,0.18,-0.20,-0.014
0,1,1016,3.36,-4.41,-0.00,0.34,-0.05,-0.014
0,1,1017,3.36,-4.41,-0.00,0.32,0.21,-0.014
0,1,1018,3.35,-4.41,-0.00,0.39,-0.16,-0.014
0,1,1019,3.35,-4.41,-0.00,0.12,-0.33,-0.014
0,1,1020,3.35,-4.41,-0.00,0.33,-0.02,-0.014
0,1,1021,3.35,-4.41,-0.00,0.06,0.43,-0.014
0,1,1022,3.35,-4.41,-0.00,0.27,0.31,-0.014
0,1,1023,3.35,-4.41,-0.00,0.17,0.16,-0.014
1,1,0,3.35,-4.41,-0.00,0.26,-0.42,-0.014
1,1,1,3.35,-4.41,-0.00,0.15,0.08,-0.014
1,1,2,3.35,-4.41,-0.00,0.16,-0.76,-0.014
1,1,3,3.35,-4.41,-0.00,0.37,0.33,-0.014
1,1,4,3.35,-4.41,-0.00,0.50,-0.22,-0.014
1,1,5,3.35,-4.41,-0.00,0.37,-0.09,-0.014
1,1,6,3.35,-4.41,-0.00,0.20,0.21,-0.014
1,1,7,3.35,-4.41,-0.00,0.14,-0.10,-0.014
1,1,8,3.35,-4.41,-0.00,0.22,-0.18,-0.014
1,1,9,3.35,-4.41,-0.00,0.52,0.66,-0.014
1,1,10,3.35,-4.41,-0.00,0.18,0.36,-0.014
1,1,11,3.35,-4.41,-0.00,0.27,-0.48,-0.014
1,1,12,3.35,-4.41,-0.00,0.59,0.08,-0.014
1,1,13,3.35,-4.41,-0.00,0.27,-0.20,-0.014
1,1,14,3.35,-4.41,-0.00,0.53,0.48,-0.014
1,1,15,3.35,-4.41,-0.00,0.70,0.40,-0.014
1,1,16,3.35,-4.41,-0.00,0.30,0.45,-0.014
1,1,17,3.35,-4.41,-0.00,0.19,-0.16,-0.014
1,1,18,3.35,-4.41,-0.00,0.15,-0.24,-0.014
1,1,19,3.35,-4.41,-0.00,0.30,0.64,-0.014
1,1,20,3.35,-4.41,-0.00,0.26,-0.28,-0.014
1,1,21,3.35,-4.41,-0.00,0.20,-0.07,-0.014
1,1,22,3.35,-4.41,-0.00,0.28,0.65,-0.014
1,1,23,3.35,-4.41,-0.00,0.67,-0.36,-0.014
1,1,24,3.36,-4.41,-0.00,0.24,0.50,-0.014
1,1,25,3.35,-4.41,-0.00,0.11,-0.03,-0.014
1,1,26,3.35,-4.41,-0.00,0.33,0.11,-0.014
1,1,27,3.35,-4.41,-0.00,0.23,0.03,-0.014
1,1,28,3.36,-4.41,-0.00,0.30,-0.06,-0.014
1,1,29,3.35,-4.41,-0.00,0.14,0.50,-0.014
1,1,30,3.35,-4.41,-0.00,0.26,0.02,-0.014
1,1,31,3.36,-4.41,-0.00,0.17,-0.27,-0.014
1,1,32,3.35,-4.41,-0.00,0.12,-0.58,-0.014
1,1,33,3.35,-4.41,-0.00,0.15,0.24,-0.014
1,1,34,3.35,-4.41,-0.00,0.25,0.05,-0.014
1,1,35,3.36,-4.41,-0.00,0.22,0.49,-0.014
1,1,36,3.35,-4.41,-0.00,0.31,0.47,-0.014
1,1,37,3.35,-4.41,-0.00,0.25,-0.03,-0.014
1,1,38,3.35,-4.41,-0.00,0.20,0.33,-0.014
1,1,39,3.35,-4.41,-0.00,0.51,0.31,-0.014
1,1,40,3.35,-4.41,-0.00,0.60,-0.36,-0.014
1,1,41,3.35,-4.41,-0.00,0.38,-0.24,-0.014
1,1,42,3.35,-4.41,-0.00,0.53,-0.02,-0.014
1,1,43,3.35,-4.41,-0.00,0.26,0.00,-0.014
1,1,44,3.35,-4.41,-0.00,0.38,-0.11,-0.014
1,1,45,3.35,-4.41,-0.00,0.37,0.32,-0.014
1,1,46,3.35,-4.41,-0.00,0.08,0.17,-0.014
1,1,47,3.35,-4.41,-0.00,0.32,0.50,-0.014
1,1,48,3.35,-4.41,-0.00,0.15,0.17,-0.014
1,1,49,3.35,-4.41,-0.00,0.26,0.37,-0.014
1,1,50,3.35,-4.41,-0.00,0.42,0.45,-0.014
1,1,51,3.35,-4.41,-0.00,0.37,0.45,-0.014
1,1,52,3.36,-4.41,-0.00,0.39,0.51,-0.014
1,1,53,3.36,-4.41,-0.00,0.41,-0.10,-0.014
1,1,54,3.36,-4.41,-0.00,0.44,-0.47,-0.014
1,1,55,3.35,-4.41,-0.00,0.47,0.37,-0.014
1,1,56,3.35,-4.41,-0.00,0.11,0.11,-0.014
1,1,57,3.35,-4.41,-0.00,0.15,-0.17,-0.014
1,1,58,3.35,-4.41,-0.00,0.29,-0.39,-0.014
1,1,59,3.35,-4.41,-0.00,0.12,0.67,-0.014
1,1,60,3.35,-4.41,-0.00,0.20,0.13,-0.014
1,1,61,3.35,-4.41,-0.00,0.14,-0.01,-0.014
1,1,62,3.35,-4.41,-0.00,0.11,-0.40,-0.014
1,1,63,3.35,-4.41,-0.00,0.13,0.06,-0.014
1,1,64,3.35,-4.41,-0.00,0.42,0.52,-0.014
1,1,65,3.35,-4.41,-0.00,0.13,0.11,-0.014
1,1,66,3.35,-4.41,-0.00,0.24,0.25,-0.014
1,1,67,3.35,-4.41,-0.00,0.54,0.78,-0.014
1,1,68,3.35,-4.41,-0.00,0.54,-0.12,-0.014
1,1,69,3.35,-4.41,-0.00,0.21,-0.21,-0.014
1,1,70,3.35,-4.41,-0.00,0.26,0.22,-0.014
1,1,71,3.35,-4.41,-0.00,0.21,0.37,-0.014
1,1,72,3.35,-4.41,-0.00,0.25,0.70,-0.014
1,1,73,3.35,-4.41,-0.00,0.41,-0.03,-0.014
1,1,74,3.35,-4.41,-0.00,0.20,0.77,-0.014
1,1,75,3.35,-4.41,-0.00,0.06,0.12,-0.014
1,1,76,3.35,-4.41,-0.00,0.08,-0.01,-0.014
1,1,77,3.35,-4.41,-0.00,0.20,0.02,-0.014
1,1,78,3.35,-4.41,-0.00,0.34,0.59,-0.014
1,1,79,3.35,-4.41,-0.00,0.27,0.57,-0.014
1,1,80,3.35,-4.41,-0.00,0.11,-0.14,-0.014
1,1,81,3.35,-4.41,-0.00,0.38,-0.03,-0.014
1,1,82,3.35,-4.41,-0.00,0.14,0.27,-0.014
1,1,83,3.35,-4.41,-0.00,0.35,0.69,-0.014
1,1,84,3.35,-4.41,-0.00,0.27,0.62,-0.014
1,1,85,3.36,-4.41,-0.00,0.34,0.41,-0.014
1,1,86,3.35,-4.41,-0.00,0.15,0.20,-0.014
1,1,87,3.35,-4.41,-0.00,0.53,0.08,-0.014
1,1,88,3.35,-4.41,-0.00,0.34,0.09,-0.014
1,1,89,3.35,-4.41,-0.00,0.41,0.49,-0.014
1,1,90,3.35,-4.41,-0.00,0.48,0.17,-0.014
1,1,91,3.35,-4.41,-0.00,0.19,0.11,-0.014
1,1,92,3.35,-4.41,-0.00,0.25,0.10,-0.014
1,1,93,3.35,-4.41,-0.00,0.27,0.12,-0.014
1,1,94,3.35,-4.41,-0.00,0.35,0.49,-0.014
1,1,95,3.35,-4.41,-0.00,0.84,0.71,-0.014
1,1,96,3.35,-4.41,-0.00,0.15,0.34,-0.014
1,1,97,3.35,-4.41,-0.00,0.21,-0.18,-0.014
1,1,98,3.35,-4.41,-0.00,0.31,-0.06,-0.014
1,1,99,3.35,-4.41,-0.00,0.41,0.10,-0.014
1,1,100,3.35,-4.41,-0.00,0.14,0.49,-0.014
1,1,101,3.35,-4.41,-0.00,0.43,0.52,-0.014
1,1,102,3.35,-4.41,-0.00,0.20,0.35,-0.014
1,1,103,3.35,-4.41,-0.00,0.23,0.53,-0.014
1,1,104,3.35,-4.41,-0.00,0.12,-0.13,-0.014
1,1,105,3.35,-4.41,-0.00,0.41,0.60,-0.014
1,1,106,3.35,-4.41,-0.00,0.16,0.26,-0.014
1,1,107,3.35,-4.41,-0.00,0.18,-0.11,-0.014
1,1,108,3.35,-4.41,-0.00,0.32,0.17,-0.014
1,1,109,3.35,-4.41,-0.00,0.07,0.56,-0.014
1,1,110,3.35,-4.41,-0.00,0.48,-0.27,-0.014
1,1,111,3.35,-4.41,-0.00,0.29,-0.01,-0.014
1,1,112,3.35,-4.41,-0.00,0.28,-0.17,-0.014
1,1,113,3.35,-4.41,-0.00,0.15,0.20,-0.014
1,1,114,3.35,-4.41,-0.00,0.12,-0.18,-0.014
1,1,115,3.35,-4.41,-0.00,0.14,0.38,-0.014
1,1,116,3.36,-4.41,-0.00,0.47,0.05,-0.014
1,1,117,3.35,-4.41,-0.00,0.12,0.18,-0.014
1,1,118,3.36,-4.41,-0.00,0.11,-0.10,-0.014
1,1,119,3.35,-4.41,-0.00,0.17,-0.13,-0.014
1,1,120,3.35,-4.41,-0.00,0.41,-0.25,-0.014
1,1,121,3.35,-4.41,-0.00,0.09,0.13,-0.014
1,1,122,3.35,-4.41,-0.00,0.50,0.75,-0.014
1,1,123,3.35,-4.41,-0.00,0.26,0.75,-0.014
1,1,124,3.35,-4.41,-0.00,0.26,-0.14,-0.014
1,1,125,3.35,-4.41,-0.00,0.49,-0.13,-0.014
1,1,126,3.35,-4.41,-0.00,0.22,-0.03,-0.014
1,1,127,3.35,-4.41,-0.00,0.20,-0.21,-0.014
1,1,128,3.35,-4.41,-0.00,0.22,-0.32,-0.014
1,1,129,3.35,-4.41,-0.00,0.43,0.03,-0.014
1,1,130,3.35,-4.41,-0.00,0.16,-0.53,-0.014
1,1,131,3.35,-4.41,-0.00,0.31,0.34,-0.014
1,1,132,3.35,-4.41,-0.00,0.22,0.17,-0.014
1,1,133,3.35,-4.41,-0.00,0.16,0.39,-0.014
1,1,134,3.35,-4.41,-0.00,0.21,0.35,-0.014
1,1,135,3.35,-4.41,-0.00,0.16,0.66,-0.014
1,1,136,3.35,-4.41,-0.00,0.41,0.20,-0.014
1,1,137,3.35,-4.41,-0.00,0.51,0.21,-0.014
1,1,138,3.35,-4.41,-0.00,0.37,0.79,-0.014
1,1,139,3.35,-4.41,-0.00,0.27,0.45,-0.014
1,1,140,3.35,-4.41,-0.00,0.35,0.34,-0.014
1,1,141,3.35,-4.41,-0.00,0.53,0.26,-0.014
1,1,142,3.35,-4.41,-0.00,0.26,0.37,-0.014
1,1,143,3.35,-4.41,-0.00,0.32,0.09,-0.014
1,1,144,3.35,-4.41,-0.00,0.23,0.25,-0.014
1,1,145,3.35,-4.41,-0.00,0.10,0.39,-0.014
1,1,146,3.35,-4.41,-0.00,0.23,-0.08,-0.014
1,1,147,3.35,-4.41,-0.00,0.54,-0.06,-0.014
